OPEID,INSTNM,CITY,STABBR,ZIP,INSTURL,REGION,LOCALE,ADM_RATE,COSTT4_A
01011500,The University of Texas at San Antonio,San Antonio,TX,78249-1644,www.utsa.edu/,6,11.0,0.905,19461.0
00364200,Texas Southern University,Houston,TX,77004,www.tsu.edu/,6,11.0,0.6305,23898.0
00364400,Texas Tech University,Lubbock,TX,79409-5005,www.ttu.edu/,6,11.0,0.6786,24618.0
00364500,Texas Wesleyan University,Fort Worth,TX,76105-1536,www.txwes.edu/,6,11.0,0.5753,47527.0
00364600,Texas Woman's University,Denton,TX,76204,www.twu.edu/,6,12.0,0.957,19976.0
00364700,Trinity University,San Antonio,TX,78212-7200,https://new.trinity.edu/,6,11.0,0.3372,62596.0
00495100,The University of Texas Health Science Center at Houston,Houston,TX,77030,www.uth.edu/,6,11.0,,
01067400,Texas Tech University Health Sciences Center,Lubbock,TX,79430,https://www.ttuhsc.edu/,6,11.0,,
00364800,Tyler Junior College,Tyler,TX,75701,www.tjc.edu/,6,12.0,,15784.0
02362000,Universal Technical Institute of Texas Inc.,Houston,TX,77073,www.uti.edu/,6,11.0,,
02285900,UCAS University of Cosmetology Arts & Sciences-McAllen,McAllen,TX,78504,www.ucastx.com/,6,12.0,,
01006000,Vernon College,Vernon,TX,76384-4092,www.vernoncollege.edu/,6,41.0,,12931.0
01202000,Victoria Beauty & Barber College,Victoria,TX,77901-6233,www.victoriabeautyandbarbercollege.com/,6,13.0,,
00366200,Victoria College,Victoria,TX,77901,www.victoriacollege.edu/,6,13.0,,11079.0
04178400,Vogue College of Cosmetology-McAllen,McAllen,TX,78501-1945,https://vogue.edu/,6,12.0,,
00366300,Wayland Baptist University,Plainview,TX,79072,www.wbu.edu/,6,33.0,0.8076,34873.0
00366400,Weatherford College,Weatherford,TX,76086-5699,https://www.wc.edu/,6,31.0,,15195.0
00366500,West Texas A & M University,Canyon,TX,79016-0001,https://www.wtamu.edu/,6,31.0,0.9704,20586.0
00954900,Western Texas College,Snyder,TX,79549,www.wtc.edu/,6,33.0,,12525.0
00366800,Wharton County Junior College,Wharton,TX,77488,https://www.wcjc.edu/,6,32.0,,9865.0
00366900,Wiley College,Marshall,TX,75670,wileyc.edu/,6,32.0,,16955.0
02115400,Bridgerland Technical College,Logan,UT,84321,www.btech.edu/,7,13.0,,
00367000,Brigham Young University,Provo,UT,84602,www.byu.edu/,7,12.0,0.5918,19220.0
00160600,Brigham Young University-Hawaii,Laie,HI,96762-1294,www.byuh.edu/,8,31.0,0.8769,20221.0
01116600,Broadview College,West Jordan,UT,84088,https://www.broadview.edu/,7,21.0,,25786.0
03921300,Cameo College of Essential Beauty,Murray,UT,84107,www.cameocollege.com/,7,21.0,,
02078800,Collectiv Academy,Sandy,UT,84094,www.collectivacademy.com/,7,21.0,,
02156600,Davis Technical College,Kaysville,UT,84037-2699,https://www.davistech.edu/,7,21.0,,
00367100,Utah Tech University,Saint George,UT,84770-3876,utahtech.edu/,7,13.0,,18413.0
02573100,Evans Hairstyling College-Cedar City,Cedar City,UT,84720,evanscollege.com/,7,33.0,,
02572700,Evans Hairstyling College-St George,Saint George,UT,84770,evanscollege.com/,7,13.0,,
02556800,Paul Mitchell the School-Salt Lake City,Holladay,UT,84117,paulmitchell.edu/saltlakecity,7,21.0,,
02178500,Eagle Gate College-Murray,Murray,UT,84123-6965,eaglegatecollege.edu/,7,21.0,,29999.0
00367200,Ensign College,Salt Lake City,UT,84101-3500,www.ensign.edu/,7,12.0,,11607.0
02346500,Ogden-Weber Technical College,Ogden,UT,84404-4089,www.otech.edu/,7,13.0,,
00367900,Snow College,Ephraim,UT,84627,https://www.snow.edu/,7,33.0,,11691.0
00367800,Southern Utah University,Cedar City,UT,84720,https://www.suu.edu/,7,33.0,0.8873,19958.0
01116500,Uintah Basin Technical College,Roosevelt,UT,84066,www.ubtech.edu/,7,33.0,,
00367700,Utah State University,Logan,UT,84322-1400,https://www.usu.edu/,7,13.0,0.9263,20239.0
00402700,Utah Valley University,Orem,UT,84058-5999,www.uvu.edu/,7,13.0,,14455.0
00522000,Salt Lake Community College,Salt Lake City,UT,84123,www.slcc.edu/,7,21.0,,11623.0
00367500,University of Utah,Salt Lake City,UT,84112-9008,www.utah.edu/,7,12.0,0.9497,20616.0
00368000,Weber State University,Ogden,UT,84408-1001,https://www.weber.edu/,7,13.0,,15319.0
00368100,Westminster College,Salt Lake City,UT,84105,www.westminstercollege.edu/,7,12.0,0.7573,53106.0
00368200,Bennington College,Bennington,VT,05201-6003,https://www.bennington.edu/,1,32.0,0.6692,78764.0
00368300,Castleton University,Castleton,VT,05735,https://www.castleton.edu/,1,32.0,0.8729,25496.0
00368400,Champlain College,Burlington,VT,05401,www.champlain.edu/,1,13.0,0.6243,60350.0
01116700,Community College of Vermont,Montpelier,VT,05602,www.ccv.edu/,1,41.0,,16629.0
00368600,Goddard College,Plainfield,VT,05667-9432,www.goddard.edu/,1,42.0,1.0,35596.0
00368800,Northern Vermont University,Johnson,VT,05656-9464,www.northernvermont.edu/,1,42.0,0.7539,25214.0
00369100,Middlebury College,Middlebury,VT,05753,https://www.middlebury.edu/,1,32.0,0.1345,76946.0
00369200,Norwich University,Northfield,VT,05663-1035,www.norwich.edu/,1,32.0,0.8677,60418.0
00865800,O'Briens Aveda Institute,Williston,VT,05495,www.obriensavedainstitute.org/,1,22.0,,
00369400,Saint Michael's College,Colchester,VT,05439,www.smcvt.edu/,1,22.0,0.8588,63368.0
00886000,SIT Graduate Institute,Brattleboro,VT,05302-0676,https://www.sit.edu/,1,41.0,,
02143500,Sterling College,Craftsbury Common,VT,05827-0072,www.sterlingcollege.edu/,1,43.0,1.0,52300.0
01193400,Vermont Law and Graduate School,South Royalton,VT,05068-0096,www.vermontlaw.edu/,1,43.0,,
00369800,Vermont Technical College,Randolph,VT,05061,www.vtc.edu/,1,43.0,0.5568,27624.0
00369600,University of Vermont,Burlington,VT,05405-0160,www.uvm.edu/,1,13.0,0.6351,33877.0
03010700,Paul Mitchell the School-Roanoke,Roanoke,VA,24015,paulmitchell.edu/roanoke,5,13.0,,
03127500,Advanced Technology Institute,Virginia Beach,VA,23462,www.auto.edu/,5,11.0,0.5945,24191.0
00370200,Averett University,Danville,VA,24541,https://www.averett.edu/,5,32.0,0.4772,49727.0
00681900,Blue Ridge Community College,Weyers Cave,VA,24486-0080,https://www.brcc.edu/,5,41.0,,15211.0
00370300,Bluefield University,Bluefield,VA,24605,www.bluefield.edu/,5,32.0,0.7225,38279.0
00370400,Bridgewater College,Bridgewater,VA,22812-1599,https://www.bridgewater.edu/,5,23.0,0.7509,52587.0
00370500,William & Mary,Williamsburg,VA,23187-8795,https://www.wm.edu/,5,23.0,0.3654,40034.0
03091300,Regent University,Virginia Beach,VA,23464,https://www.regent.edu/,5,11.0,0.4071,30130.0
02128700,Central School of Practical Nursing,Norfolk,VA,23502,https://www.npsk12.com/domain/980,5,12.0,,
00498800,Central Virginia Community College,Lynchburg,VA,24502-2498,www.centralvirginia.edu/,5,13.0,,10864.0
00370600,Christopher Newport University,Newport News,VA,23606-3072,https://cnu.edu/,5,12.0,0.8854,31340.0
02538800,Allegiance Beauty School,Norfolk,VA,23505,absbeautyschool.edu/,5,21.0,,
00267811,Bryant & Stratton College-Virginia Beach,Virginia Beach,VA,23462,https://www.bryantstratton.edu/,5,11.0,,23075.0
00499600,Mountain Gateway Community College,Clifton Forge,VA,24422-1000,www.mgcc.edu/,5,41.0,,12077.0
00375800,Danville Community College,Danville,VA,24541-4004,https://www.danville.edu/,5,32.0,,12336.0
01033800,Eastern Virginia Medical School,Norfolk,VA,23507,www.evms.edu/,5,12.0,,
02334400,Centura College-Virginia Beach,Virginia Beach,VA,23452-7431,https://www.centuracollege.edu/campuses/virginia-beach,5,11.0,,30323.0
00370900,Emory & Henry College,Emory,VA,24327-0947,www.ehc.edu/,5,41.0,0.8721,51815.0
00370800,Eastern Mennonite University,Harrisonburg,VA,22802-2462,https://emu.edu/,5,13.0,0.9523,52686.0
00374800,Eastern Shore Community College,Melfa,VA,23410,www.es.vccs.edu/,5,43.0,,10612.0
00371100,Ferrum College,Ferrum,VA,24088-9000,www.ferrum.edu/,5,42.0,0.7642,52197.0
00374900,George Mason University,Fairfax,VA,22030-4444,https://www2.gmu.edu/,5,21.0,0.913,25643.0
00866000,Germanna Community College,Locust Grove,VA,22508-2102,www.germanna.edu/,5,41.0,,11239.0
00371300,Hampden-Sydney College,Hampden-Sydney,VA,23943-0128,www.hsc.edu/,5,42.0,0.3681,65088.0
00371400,Hampton University,Hampton,VA,23668-0099,www.hamptonu.edu/,5,12.0,0.8012,46189.0
00371500,Hollins University,Roanoke,VA,24020,www.hollins.edu/,5,22.0,0.7472,56542.0
00375900,J Sargeant Reynolds Community College,Richmond,VA,23228-2327,www.reynolds.edu/,5,21.0,,11250.0
00372100,James Madison University,Harrisonburg,VA,22807,www.jmu.edu/,5,13.0,0.8625,28545.0
00400400,Brightpoint Community College,Chester,VA,23831-5316,https://brightpoint.edu/,5,21.0,,11822.0
02053000,Liberty University,Lynchburg,VA,24515,https://www.liberty.edu/,5,13.0,0.9928,39838.0
00371900,Longwood University,Farmville,VA,23909,www.longwood.edu/,5,33.0,0.8998,29430.0
00865900,Laurel Ridge Community College,Middletown,VA,22645,https://www.laurelridge.edu/,5,41.0,,11835.0
00372000,University of Lynchburg,Lynchburg,VA,24501-3113,www.lynchburg.edu/,5,13.0,0.9687,55718.0
02175800,Centra College,Lynchburg,VA,24501,https://www.centrahealth.com/college,5,13.0,0.8333,34909.0
00372300,Mary Baldwin University,Staunton,VA,24401,https://www.marybaldwin.edu/,5,13.0,,42683.0
00374600,University of Mary Washington,Fredericksburg,VA,22401-5300,https://www.umw.edu/,5,22.0,0.8192,28642.0
00372400,Marymount University,Arlington,VA,22207-4299,https://www.marymount.edu/,5,12.0,0.8366,48583.0
02111600,Sovah School of Health Professions,Danville,VA,24541,https://www.sovahhealth.com/school-of-health-professions,5,32.0,,
00962900,Mountain Empire Community College,Big Stone Gap,VA,24219,www.mecc.edu/,5,32.0,,14364.0
00372600,American National University,Salem,VA,24153,https://www.an.edu/locations/,5,22.0,,23429.0
00522300,New River Community College,Dublin,VA,24084-3660,www.nr.edu/,5,31.0,,11837.0
03106500,Sentara College of Health Sciences,Chesapeake,VA,23320,www.sentara.edu/,5,21.0,,
02320900,Tidewater Tech-Trades,Norfolk,VA,23502,tidewatertechtrades.edu/,5,12.0,,29822.0
00376500,Norfolk State University,Norfolk,VA,23504-8000,www.nsu.edu/,5,12.0,0.8864,25288.0
00372700,Northern Virginia Community College,Annandale,VA,22003-3796,https://www.nvcc.edu/,5,21.0,,15746.0
00372800,Old Dominion University,Norfolk,VA,23529,www.odu.edu/,5,12.0,0.9623,26170.0
00375100,Patrick & Henry Community College,Martinsville,VA,24112,www.patrickhenry.edu/,5,41.0,,10902.0
00915900,Paul D Camp Community College,Franklin,VA,23851,www.pdc.edu/,5,32.0,,10382.0
01274400,Southside College of Health Sciences,Colonial Heights,VA,23834,https://www.schs.edu/,5,21.0,,
00992800,Piedmont Virginia Community College,Charlottesville,VA,22902-7589,www.pvcc.edu/,5,23.0,,12073.0
00373200,Radford University,Radford,VA,24142,https://www.radford.edu/,5,23.0,0.9531,25021.0
01159600,Sylvain Melloul International Hair Academy,Lynchburg,VA,24502-2652,smiha.edu/,5,13.0,,
00373300,Randolph-Macon College,Ashland,VA,23005-5505,https://www.rmc.edu/,5,21.0,0.8382,57343.0
00373400,Randolph College,Lynchburg,VA,24503-1555,www.randolphcollege.edu/,5,13.0,0.938,40972.0
00916000,Rappahannock Community College,Glenns,VA,23149-2616,www.rappahannock.edu/,5,42.0,,12182.0
03361402,Fortis College-Norfolk,Norfolk,VA,23502-4101,www.fortisedu.info/cig-vabeach.php,5,12.0,,35066.0
00370700,Richard Bland College,South Prince George,VA,23805-7100,www.rbc.edu/,5,41.0,0.7217,19928.0
01004300,Bon Secours Memorial College of Nursing,Richmond,VA,23227-1149,https://www.bsmcon.edu/,5,21.0,,
00374400,University of Richmond,University of Richmond,VA,23173,https://www.richmond.edu/,5,12.0,0.2877,72285.0
02140000,Riverside College of Health Careers,Newport News,VA,23601,https://www.riversideonline.com/careers/college-of-health-careers,5,12.0,1.0,22400.0
00373600,Roanoke College,Salem,VA,24153-3794,https://www.roanoke.edu/,5,22.0,0.8038,63473.0
02358500,Bon Secours St Mary's Hospital School of Medical Imaging,Richmond,VA,23227,https://smhsomi.edu/,5,21.0,,
00373700,Shenandoah University,Winchester,VA,22601-5195,www.su.edu/,5,13.0,0.7435,48810.0
04274000,Southeastern Free Will Baptist Bible College,Wendell,NC,27591-9072,www.sfwbc.edu/,5,41.0,,19936.0
00373800,Southern Virginia University,Buena Vista,VA,24416,www.svu.edu/,5,32.0,0.9951,31000.0
00866100,Southside Virginia Community College,Alberta,VA,23821,https://www.southside.edu/,5,42.0,,12363.0
00726000,Southwest Virginia Community College,Cedar Bluff,VA,24609,sw.edu/,5,41.0,,14162.0
00953500,Staunton School of Cosmetology,Staunton,VA,24401-4323,hairstylingschool.com/,5,13.0,,
00145901,Strayer University-Virginia,Arlington,VA,22201,www.strayer.edu/campus-locations/virginia/arlington,5,12.0,,25041.0
00374200,Sweet Briar College,Sweet Briar,VA,24595-9998,www.sbc.edu/,5,22.0,0.8003,39985.0
00687100,Virginia Peninsula Community College,Hampton,VA,23666,https://vpcc.edu/,5,12.0,,12511.0
00371200,Tidewater Community College,Norfolk,VA,23510,www.tcc.edu/,5,12.0,,13065.0
00374300,Union Presbyterian Seminary,Richmond,VA,23227,www.upsem.edu/,5,12.0,,
00374700,University of Virginia's College at Wise,Wise,VA,24293-4400,https://www.uvawise.edu/,5,32.0,0.8337,23170.0
00709900,Virginia Highlands Community College,Abingdon,VA,24212-0828,www.vhcc.edu/,5,23.0,,11907.0
00375400,Virginia Polytechnic Institute and State University,Blacksburg,VA,24061-0131,www.vt.edu/,5,13.0,0.5647,27755.0
00376000,Virginia Western Community College,Roanoke,VA,24015,virginiawestern.edu/,5,13.0,,11923.0
00373500,Virginia Commonwealth University,Richmond,VA,23284-2512,https://www.vcu.edu/,5,12.0,0.9277,31917.0
00374500,University of Virginia-Main Campus,Charlottesville,VA,22903-2628,https://www.virginia.edu/,5,23.0,0.2074,32289.0
00375300,Virginia Military Institute,Lexington,VA,24450-0304,www.vmi.edu/,5,32.0,0.6391,32420.0
00953700,Asher Institute of Hampton,Hampton,VA,23666,www.aiofhampton.edu/,5,12.0,,
00376200,Virginia University of Lynchburg,Lynchburg,VA,24501,www.vul.edu/,5,13.0,,14566.0
00376400,Virginia State University,Petersburg,VA,23806,www.vsu.edu/,5,21.0,0.9608,23673.0
00376600,Virginia Union University,Richmond,VA,23220,www.vuu.edu/,5,12.0,0.9378,26902.0
00376700,Virginia Wesleyan University,Virginia Beach,VA,23455,https://www.vwu.edu/,5,11.0,0.8637,50319.0
00376800,Washington and Lee University,Lexington,VA,24450-2116,www.wlu.edu/,5,32.0,0.1885,77600.0
00376100,Wytheville Community College,Wytheville,VA,24382-3308,www.wcc.vccs.edu/,5,32.0,,8811.0
00376900,Bellevue College,Bellevue,WA,98007-6484,https://bellevuecollege.edu/,8,12.0,,15616.0
00499900,Bellingham Technical College,Bellingham,WA,98225-1599,https://www.btc.edu/,8,13.0,,8265.0
00377000,Big Bend Community College,Moses Lake,WA,98837-3299,https://www.bigbend.edu/,8,33.0,,14810.0
00377100,Central Washington University,Ellensburg,WA,98926,www.cwu.edu/,8,32.0,0.8845,25200.0
00377200,Centralia College,Centralia,WA,98531-4099,www.centralia.edu/,8,32.0,,16333.0
01302200,City University of Seattle,Seattle,WA,98121,www.cityu.edu/,8,11.0,,
03065000,Paul Mitchell the School-Richland,Richland,WA,99352,paulmitchell.edu/richland,8,13.0,,
00377300,Clark College,Vancouver,WA,98663-3598,www.clark.edu/,8,12.0,,14419.0
00575200,Clover Park Technical College,Lakewood,WA,98499-4004,www.cptc.edu/,8,13.0,,13720.0
00377400,Columbia Basin College,Pasco,WA,99301,www.columbiabasin.edu/,8,22.0,,16056.0
01231500,Cornish College of the Arts,Seattle,WA,98121,www.cornish.edu/,8,11.0,0.6381,50544.0
01148100,Divers Institute of Technology,Seattle,WA,98103,www.diversinstitute.edu/,8,11.0,,
00377500,Eastern Washington University,Cheney,WA,99004-2496,www.ewu.edu/,8,31.0,0.9707,21565.0
00500100,Edmonds College,Lynnwood,WA,98036-5912,www.edmonds.edu/,8,21.0,,15438.0
00377600,Everett Community College,Everett,WA,98201,www.everettcc.edu/,8,12.0,,15266.0
02184200,Paroba College of Cosmetology,Everett,WA,98203,www.paroba.edu/,8,12.0,,
00815500,The Evergreen State College,Olympia,WA,98505-0001,https://www.evergreen.edu/,8,22.0,0.9946,24865.0
00500000,Pierce College District,Lakewood,WA,98498-1999,www.pierce.ctc.edu/,8,13.0,,13453.0
00973900,Glen Dow Academy of Hair Design,Spokane,WA,99201,www.glendow.com/,8,12.0,,
00377800,Gonzaga University,Spokane,WA,99258-0001,https://www.gonzaga.edu/,8,12.0,0.7615,61828.0
00377900,Grays Harbor College,Aberdeen,WA,98520-7599,www.ghc.edu/,8,41.0,,14868.0
00378000,Green River College,Auburn,WA,98092-3622,https://www.greenriver.edu/,8,13.0,,15763.0
01249600,Toni & Guy Hairdressing Academy-Shoreline,Shoreline,WA,98133,www.evergreenbeauty.edu/,8,21.0,,
00377700,Heritage University,Toppenish,WA,98948,www.heritage.edu/,8,41.0,,24814.0
00378100,Highline College,Des Moines,WA,98198-9800,www.highline.edu/,8,21.0,,15719.0
02222900,International Air and Hospitality Academy,Vancouver,WA,98661,aha.edu/,8,12.0,,
02242500,Bastyr University,Kenmore,WA,98028-4966,www.bastyr.edu/,8,21.0,,
02203300,Highlights Beauty Schools,Mountlake Terrace,WA,98043,https://genejuarezacademy.edu/,8,21.0,,
00530600,Bates Technical College,Tacoma,WA,98405,https://www.batestech.edu/,8,12.0,,14934.0
00537300,Lake Washington Institute of Technology,Kirkland,WA,98034-8506,https://www.lwtech.edu/,8,21.0,,14635.0
00378200,Lower Columbia College,Longview,WA,98632,https://lowercolumbia.edu/,8,13.0,,13690.0
02541900,BJ's Beauty & Barber College,Tacoma,WA,98409,www.bjsbeautyandbarbercollege.com/,8,12.0,,
00970400,North Seattle College,Seattle,WA,98103-3599,www.northseattle.edu/,8,11.0,,13846.0
00378300,Northwest University,Kirkland,WA,98083-0579,www.northwestu.edu/,8,21.0,0.9598,45863.0
00378400,Olympic College,Bremerton,WA,98337-1699,www.olympic.edu/,8,13.0,,14252.0
00938700,Perry Technical Institute,Yakima,WA,98903-1296,www.perrytech.edu/,8,13.0,,
00378500,Pacific Lutheran University,Tacoma,WA,98447-0003,www.plu.edu/,8,21.0,0.8839,57587.0
00378600,Peninsula College,Port Angeles,WA,98362,www.pencol.edu/,8,33.0,,12007.0
00379700,University of Puget Sound,Tacoma,WA,98416,www.pugetsound.edu/,8,12.0,0.883,60204.0
01043400,Renton Technical College,Renton,WA,98056-4123,www.rtc.edu/,8,12.0,,13917.0
00379400,Saint Martin's University,Lacey,WA,98503-7500,https://www.stmartin.edu/,8,13.0,0.7162,54082.0
00970600,South Seattle College,Seattle,WA,98106-1499,southseattle.edu/,8,11.0,,15454.0
00378700,Seattle Central College,Seattle,WA,98122,www.seattlecentral.edu/,8,11.0,,14359.0
00378800,Seattle Pacific University,Seattle,WA,98119-1997,https://spu.edu/,8,11.0,0.9195,63197.0
00379000,Seattle University,Seattle,WA,98122-4340,www.seattleu.edu/,8,11.0,0.8212,64819.0
00379100,Shoreline Community College,Shoreline,WA,98133-5696,www.shoreline.edu/,8,21.0,,14675.0
00379200,Skagit Valley College,Mount Vernon,WA,98273,www.skagit.edu/,8,13.0,,14065.0
00537200,South Puget Sound Community College,Olympia,WA,98512-6292,www.spscc.edu/,8,13.0,,14095.0
00379300,Spokane Community College,Spokane,WA,99217-5399,https://scc.spokane.edu/,8,12.0,,11706.0
00954400,Spokane Falls Community College,Spokane,WA,99224-5288,https://sfcc.spokane.edu/,8,12.0,,12252.0
02202200,Stylemaster College of Hair Design,Longview,WA,98632-3027,stylemasters.edu/,8,13.0,,
00379600,Tacoma Community College,Tacoma,WA,98466-6100,https://www.tacomacc.edu/,8,12.0,,13296.0
00500600,Walla Walla Community College,Walla Walla,WA,99362-9267,https://www.wwcc.edu/,8,13.0,,14523.0
00379900,Walla Walla University,College Place,WA,99324-1198,www.wallawalla.edu/,8,23.0,,41329.0
00380000,Washington State University,Pullman,WA,99164-5910,https://wsu.edu/,8,32.0,0.8577,20182.0
00379800,University of Washington-Seattle Campus,Seattle,WA,98195-4550,www.washington.edu/,8,11.0,0.5348,25020.0
00380100,Wenatchee Valley College,Wenatchee,WA,98801-1799,www.wvc.edu/,8,13.0,,14722.0
00380200,Western Washington University,Bellingham,WA,98225-9008,wwu.edu/,8,13.0,0.961,18120.0
01036400,Whatcom Community College,Bellingham,WA,98226,whatcom.edu/,8,13.0,,13812.0
00380300,Whitman College,Walla Walla,WA,99362,www.whitman.edu/,8,13.0,0.5895,66408.0
00380400,Whitworth University,Spokane,WA,99251,www.whitworth.edu/,8,21.0,0.9146,61562.0
00380500,Yakima Valley College,Yakima,WA,98907-2520,https://www.yvcc.edu/,8,13.0,,15882.0
00380600,Alderson Broaddus University,Philippi,WV,26416-2035,ab.edu/,5,32.0,0.6653,42915.0
02159100,Appalachian Beauty School,Belfry,KY,41514,appalachianbeautyschool.com/,5,41.0,,
00754400,Appalachian Bible College,Mount Hope,WV,25880-9557,https://abc.edu/,5,41.0,0.4615,26836.0
01235900,B M Spurr School of Practical Nursing,Glen Dale,WV,26038,https://wvumedicine.org/reynolds-memorial/,5,23.0,,
01274300,Ben Franklin Career Center,Dunbar,WV,25064,bf.kana.k12.wv.us/,5,22.0,,
00380800,Bethany College,Bethany,WV,26032,www.bethanywv.edu/,5,41.0,0.7355,45760.0
00380900,Bluefield State University,Bluefield,WV,24701-2198,https://bluefieldstate.edu/,5,32.0,0.9686,17506.0
02275300,Cabell County Career Technology Center,Huntington,WV,25705-2827,www.cabellschools.com/Domain/12,5,22.0,,
02178200,Charleston School of Beauty Culture,Charleston,WV,25304,charlestonschoolofbeautyculture.com/,5,13.0,,
00381800,University of Charleston,Charleston,WV,25304,www.ucwv.edu/,5,13.0,0.6971,44740.0
00895900,Clarksburg Beauty Academy and School of Massage Therapy,Clarksburg,WV,26301,clarksburgbeautyacademywv.com/,5,32.0,,
00381000,Concord University,Athens,WV,24712,https://www.concord.edu/,5,32.0,0.9563,18157.0
00381100,Davis & Elkins College,Elkins,WV,26241-3996,www.dewv.edu/,5,33.0,0.7761,43068.0
00381200,Fairmont State University,Fairmont,WV,26554-2470,https://www.fairmontstate.edu/,5,32.0,0.9875,17689.0
00381300,Glenville State University,Glenville,WV,26351-1292,www.glenville.edu/,5,33.0,,23001.0
00904700,Huntington Junior College,Huntington,WV,25701,www.huntingtonjuniorcollege.edu/,5,13.0,,15563.0
00835500,James Rumsey Technical Institute,Martinsburg,WV,25403-0259,www.jamesrumsey.com/,5,22.0,,
02524500,Ralph R Willis Career and Technical Center,Stollings,WV,25646,www.rrw.logancountyschoolswv.com/,5,41.0,,
00381500,Marshall University,Huntington,WV,25755,https://www.marshall.edu/,5,13.0,0.978,19715.0
02535500,Mercer County Technical Education Center,Princeton,WV,24740,https://mercercountyschools.sites.thrillshare.com/o/mctec,5,32.0,,
01290400,Monongalia County Technical Education Center,Morgantown,WV,26501-6841,https://mtec.mono.k12.wv.us/,5,13.0,0.9697,
03102100,Morgantown Beauty College Inc,Morgantown,WV,26505-5430,www.morgantownbeautycollege.edu/,5,13.0,,
00500800,Mountain State College,Parkersburg,WV,26101-3993,www.msc.edu/,5,13.0,,19110.0
00382800,West Virginia University at Parkersburg,Parkersburg,WV,26104,www.wvup.edu/,5,23.0,,11770.0
00382711,Potomac State College of West Virginia University,Keyser,WV,26726,www.potomacstatecollege.edu/,5,32.0,,14778.0
01290500,Academy of Careers and Technology,Beckley,WV,25801,www.wvact.net/,5,13.0,,
00382000,Salem University,Salem,WV,26426,https://www.salemu.edu/,5,42.0,,24493.0
00382200,Shepherd University,Shepherdstown,WV,25443,www.shepherd.edu/,5,31.0,0.9641,17804.0
00381600,Southern West Virginia Community and Technical College,Mount Gay,WV,25637,https://www.southernwv.edu/,5,32.0,,11701.0
02534800,Fred W Eberle Technical Center,Buckhannon,WV,26201,fetc.edu/,5,33.0,,
01124500,West Virginia School of Osteopathic Medicine,Lewisburg,WV,24901,www.wvsom.edu/,5,32.0,,
00382600,West Virginia State University,Institute,WV,25112-1000,www.wvstateu.edu/,5,22.0,0.9655,19488.0
01257300,West Virginia University Hospital Departments of Rad Tech and Nutrition,Morgantown,WV,26506-8062,https://wvumedicine.org/radtech,5,13.0,,
00382300,West Liberty University,West Liberty,WV,26074,www.westliberty.edu/,5,41.0,0.7385,22786.0
00382701,West Virginia University Institute of Technology,Beckley,WV,25801,www.wvutech.edu/,5,13.0,0.6641,18708.0
00383000,West Virginia Wesleyan College,Buckhannon,WV,26201-2994,www.wvwc.edu/,5,33.0,0.8443,46028.0
01057300,West Virginia Junior College-Charleston,Cross Lanes,WV,25313-1304,www.wvjc.edu/,5,22.0,,23729.0
00500700,West Virginia Junior College-Morgantown,Morgantown,WV,26505,www.wvjc.edu/,5,13.0,,23904.0
00760000,International Beauty School 4,Martinsburg,WV,25401,www.theinternationalbeautyschool.com/,5,13.0,,
00905400,West Virginia Northern Community College,Wheeling,WV,26003-3699,www.wvncc.edu/,5,13.0,,10273.0
00382700,West Virginia University,Morgantown,WV,26506,www.wvu.edu/,5,13.0,0.8982,22953.0
00383100,Wheeling University,Wheeling,WV,26003,www.wheeling.edu/,5,13.0,0.7807,41796.0
01174900,Wood County School of Practical Nursing,Parkersburg,WV,26101,https://www.woodcountyschoolswv.com/o/wctc/page/practical-nursing,5,13.0,1.0,
01148400,VICI Beauty School,Greenfield,WI,53228,www.vicibeautyschool.com/,3,21.0,,
00383200,Alverno College,Milwaukee,WI,53234-3922,https://www.alverno.edu/,3,11.0,0.9084,41238.0
00400700,Madison Area Technical College,Madison,WI,53704-2599,madisoncollege.edu/,3,11.0,,14240.0
00663900,Bellin College,Green Bay,WI,54311,https://www.bellincollege.edu/,3,41.0,0.8529,31509.0
00383500,Beloit College,Beloit,WI,53511-5595,www.beloit.edu/,3,13.0,0.6728,64529.0
00539000,Blackhawk Technical College,Janesville,WI,53547-5009,www.blackhawk.edu/,3,23.0,,14323.0
00383700,Cardinal Stritch University,Milwaukee,WI,53217-3985,https://www.stritch.edu/,3,21.0,0.8891,44055.0
00383800,Carroll University,Waukesha,WI,53186,www.carrollu.edu/,3,13.0,0.705,46321.0
00383900,Carthage College,Kenosha,WI,53140-1994,www.carthage.edu/,3,22.0,0.7569,45228.0
00384200,Concordia University-Wisconsin,Mequon,WI,53097-2402,https://www.cuw.edu/,3,21.0,0.6859,47623.0
00384800,Edgewood College,Madison,WI,53711-1997,www.edgewood.edu/,3,11.0,0.9549,46361.0
00974400,Fox Valley Technical College,Appleton,WI,54912-2277,https://www.fvtc.edu/,3,22.0,,15516.0
00538900,Gateway Technical College,Kenosha,WI,53144-1690,https://www.gtc.edu/,3,22.0,,13980.0
03220300,The Professional Hair Design Academy,Eau Claire,WI,54701-7633,phdacademy.edu/,3,22.0,,
00385400,Lakeland University,Plymouth,WI,53073,www.lakeland.edu/,3,41.0,0.8011,43950.0
00919400,Lakeshore Technical College,Cleveland,WI,53015-1414,gotoltc.edu/,3,42.0,,13612.0
00385600,Lawrence University,Appleton,WI,54911,https://www.lawrence.edu/,3,13.0,0.7496,64260.0
